Raw Weather Data for La Canada Flintridge, CA
	Average Visibility
1997-06-18	4.1	BURBANK-GLENDALE-PAS
1997-06-19	4.4	BURBANK-GLENDALE-PAS
1997-06-20	4.5	BURBANK-GLENDALE-PAS
1997-06-21	6.3	BURBANK-GLENDALE-PAS
1997-06-22	9.5	BURBANK-GLENDALE-PAS
1997-06-23	12.0	BURBANK-GLENDALE-PAS
1997-06-24	9.8	BURBANK-GLENDALE-PAS
1997-06-25	5.5	BURBANK-GLENDALE-PAS
1997-06-26	4.7	BURBANK-GLENDALE-PAS
1997-06-27	5.2	BURBANK-GLENDALE-PAS
1997-06-28	6.9	BURBANK-GLENDALE-PAS
1997-06-29	12.3	BURBANK-GLENDALE-PAS
1997-06-30	23.3	BURBANK-GLENDALE-PAS
1997-07-01	29.8	BURBANK-GLENDALE-PAS
1997-07-02	18.7	BURBANK-GLENDALE-PAS
1997-07-03	17.3	BURBANK-GLENDALE-PAS
1997-07-04	20.7	BURBANK-GLENDALE-PAS
1997-07-05	13.1	BURBANK-GLENDALE-PAS
1997-07-06	10.1	BURBANK-GLENDALE-PAS
1997-07-07	9.0	BURBANK-GLENDALE-PAS
1997-07-08	5.8	BURBANK-GLENDALE-PAS
1997-07-09	8.5	BURBANK-GLENDALE-PAS
1997-07-10	8.1	BURBANK-GLENDALE-PAS
1997-07-11	8.0	BURBANK-GLENDALE-PAS
1997-07-12	9.1	BURBANK-GLENDALE-PAS
1997-07-13	10.8	BURBANK-GLENDALE-PAS
1997-07-14	17.9	BURBANK-GLENDALE-PAS
1997-07-15	20.4	BURBANK-GLENDALE-PAS
1997-07-17	16.1	BURBANK-GLENDALE-PAS
1997-07-18	11.0	BURBANK-GLENDALE-PAS
1997-07-19	8.1	BURBANK-GLENDALE-PAS
1997-07-20	7.4	BURBANK-GLENDALE-PAS
1997-07-21	5.9	BURBANK-GLENDALE-PAS
1997-07-22	30.0	MOUNT WILSON
1997-07-23	7.1	BURBANK-GLENDALE-PAS
1997-07-24	5.5	BURBANK-GLENDALE-PAS
1997-07-25	4.3	BURBANK-GLENDALE-PAS
1997-07-26	6.6	BURBANK-GLENDALE-PAS
1997-07-27	7.9	BURBANK-GLENDALE-PAS
1997-07-28	7.9	BURBANK-GLENDALE-PAS
1997-07-29	8.8	BURBANK-GLENDALE-PAS
1997-07-30	7.5	BURBANK-GLENDALE-PAS
1997-07-31	14.5	BURBANK-GLENDALE-PAS
1997-08-01	29.5	BURBANK-GLENDALE-PAS
1997-08-04	90.0	MOUNT WILSON
1997-08-06	19.2	BURBANK-GLENDALE-PAS
1997-08-07	14.8	BURBANK-GLENDALE-PAS
1997-08-08	67.5	MOUNT WILSON
1997-08-09	6.0	BURBANK-GLENDALE-PAS
1997-08-10	10.0	BURBANK-GLENDALE-PAS
1997-08-11	15.5	BURBANK-GLENDALE-PAS
1997-08-13	10.5	BURBANK-GLENDALE-PAS
1997-08-14	10.9	BURBANK-GLENDALE-PAS
1997-08-15	6.5	BURBANK-GLENDALE-PAS
1997-08-16	5.8	BURBANK-GLENDALE-PAS
1997-08-17	7.6	BURBANK-GLENDALE-PAS
1997-08-20	20.9	BURBANK-GLENDALE-PAS
1997-08-21	20.2	BURBANK-GLENDALE-PAS
1997-08-22	25.4	BURBANK-GLENDALE-PAS
1997-08-23	18.5	BURBANK-GLENDALE-PAS
1997-08-25	28.1	BURBANK-GLENDALE-PAS
1997-08-26	22.2	BURBANK-GLENDALE-PAS
1997-08-28	21.5	BURBANK-GLENDALE-PAS
1997-08-29	15.0	BURBANK-GLENDALE-PAS
1997-08-30	9.0	BURBANK-GLENDALE-PAS
1997-09-01	23.5	BURBANK-GLENDALE-PAS
1997-09-02	67.5	MOUNT WILSON
1997-09-03	77.5	MOUNT WILSON
1997-09-04	22.5	BURBANK-GLENDALE-PAS
1997-09-05	63.8	MOUNT WILSON
1997-09-06	18.6	BURBANK-GLENDALE-PAS
1997-09-07	18.5	BURBANK-GLENDALE-PAS
1997-09-09	23.5	BURBANK-GLENDALE-PAS
1997-09-11	21.6	BURBANK-GLENDALE-PAS
1997-09-12	12.4	BURBANK-GLENDALE-PAS
1997-09-13	8.7	BURBANK-GLENDALE-PAS
1997-09-14	20.1	BURBANK-GLENDALE-PAS
1997-09-16	29.1	BURBANK-GLENDALE-PAS
1997-09-20	23.3	BURBANK-GLENDALE-PAS
1997-09-21	20.1	BURBANK-GLENDALE-PAS
1997-09-22	25.4	BURBANK-GLENDALE-PAS
1997-09-25	15.5	BURBANK-GLENDALE-PAS
1997-09-26	5.4	MOUNT WILSON
1997-09-27	6.0	BURBANK-GLENDALE-PAS
1997-09-29	80.0	MOUNT WILSON
1997-09-30	5.9	BURBANK-GLENDALE-PAS
1997-10-01	3.0	BURBANK-GLENDALE-PAS
1997-10-02	3.4	BURBANK-GLENDALE-PAS
1997-10-03	6.2	BURBANK-GLENDALE-PAS
1997-10-04	7.7	BURBANK-GLENDALE-PAS
1997-10-05	4.7	BURBANK-GLENDALE-PAS
1997-10-06	6.6	BURBANK-GLENDALE-PAS
1997-10-07	27.4	BURBANK-GLENDALE-PAS
1997-10-08	18.6	BURBANK-GLENDALE-PAS
1997-10-09	18.2	BURBANK-GLENDALE-PAS
1997-10-10	16.8	BURBANK-GLENDALE-PAS
1997-10-13	32.6	BURBANK-GLENDALE-PAS
1997-10-14	35.0	BURBANK-GLENDALE-PAS
1997-10-17	26.9	BURBANK-GLENDALE-PAS
1997-10-18	20.5	BURBANK-GLENDALE-PAS
1997-10-19	8.8	BURBANK-GLENDALE-PAS
1997-10-20	8.3	BURBANK-GLENDALE-PAS
1997-10-21	10.7	BURBANK-GLENDALE-PAS
1997-10-22	8.8	BURBANK-GLENDALE-PAS
1997-10-23	6.3	BURBANK-GLENDALE-PAS
1997-10-24	7.9	BURBANK-GLENDALE-PAS
1997-10-26	35.0	BURBANK-GLENDALE-PAS
1997-10-27	29.5	BURBANK-GLENDALE-PAS
1997-10-28	25.0	BURBANK-GLENDALE-PAS
1997-10-29	80.0	MOUNT WILSON
1997-11-05	6.7	BURBANK-GLENDALE-PAS
1997-11-06	6.0	BURBANK-GLENDALE-PAS
1997-11-07	2.7	BURBANK-GLENDALE-PAS
1997-11-08	8.9	BURBANK-GLENDALE-PAS
1997-11-09	62.8	MOUNT WILSON
1997-11-10	32.6	MOUNT WILSON
1997-11-11	0.2	MOUNT WILSON
1997-11-13	45.3	MOUNT WILSON
1997-11-14	16.7	BURBANK-GLENDALE-PAS
1997-11-15	37.6	MOUNT WILSON
1997-11-16	26.8	BURBANK-GLENDALE-PAS
1997-11-17	26.3	BURBANK-GLENDALE-PAS
1997-11-20	14.2	BURBANK-GLENDALE-PAS
1997-11-22	24.1	BURBANK-GLENDALE-PAS
1997-11-23	20.0	BURBANK-GLENDALE-PAS
1997-11-24	10.9	BURBANK-GLENDALE-PAS
1997-11-26	7.5	BURBANK-GLENDALE-PAS
1997-11-27	26.8	BURBANK-GLENDALE-PAS
1997-11-28	17.4	BURBANK-GLENDALE-PAS
1997-11-29	11.3	BURBANK-GLENDALE-PAS
1997-11-30	17.7	MOUNT WILSON
1997-12-01	45.2	MOUNT WILSON
1997-12-02	18.8	BURBANK-GLENDALE-PAS
1997-12-03	47.5	MOUNT WILSON
1997-12-04	68.8	MOUNT WILSON
1997-12-05	20.3	BURBANK-GLENDALE-PAS
1997-12-06	0.3	MOUNT WILSON
1997-12-07	19.1	BURBANK-GLENDALE-PAS
1997-12-08	21.5	BURBANK-GLENDALE-PAS
1997-12-09	29.5	BURBANK-GLENDALE-PAS
1997-12-14	26.7	BURBANK-GLENDALE-PAS
1997-12-15	29.4	BURBANK-GLENDALE-PAS
1997-12-16	30.4	BURBANK-GLENDALE-PAS
1997-12-19	28.5	BURBANK-GLENDALE-PAS
1997-12-20	37.4	BURBANK-GLENDALE-PAS
1997-12-21	22.6	BURBANK-GLENDALE-PAS
1997-12-25	37.0	BURBANK-GLENDALE-PAS
1997-12-26	31.7	BURBANK-GLENDALE-PAS
1997-12-29	28.0	BURBANK-GLENDALE-PAS
1998-01-02	8.9	BURBANK-GLENDALE-PAS
1998-01-03	9.1	BURBANK-GLENDALE-PAS
1998-01-04	18.9	BURBANK-GLENDALE-PAS
1998-01-05	27.6	BURBANK-GLENDALE-PAS
1998-01-06	31.4	BURBANK-GLENDALE-PAS
1998-01-08	11.5	BURBANK-GLENDALE-PAS
1998-01-10	11.9	BURBANK-GLENDALE-PAS
1998-01-11	16.2	BURBANK-GLENDALE-PAS
1998-01-12	9.6	BURBANK-GLENDALE-PAS
1998-01-13	20.0	BURBANK-GLENDALE-PAS
1998-01-15	70.0	MOUNT WILSON
1998-01-16	5.7	BURBANK-GLENDALE-PAS
1998-01-17	4.7	BURBANK-GLENDALE-PAS
1998-01-18	3.4	BURBANK-GLENDALE-PAS
1998-01-19	18.1	BURBANK-GLENDALE-PAS
1998-01-20	23.2	BURBANK-GLENDALE-PAS
1998-01-21	29.3	BURBANK-GLENDALE-PAS
1998-01-23	21.1	BURBANK-GLENDALE-PAS
1998-01-24	13.3	BURBANK-GLENDALE-PAS
1998-01-26	10.4	BURBANK-GLENDALE-PAS
1998-01-27	7.0	BURBANK-GLENDALE-PAS
1998-01-28	4.8	BURBANK-GLENDALE-PAS
1998-01-29	7.0	BURBANK-GLENDALE-PAS
1998-01-30	18.9	BURBANK-GLENDALE-PAS
1998-01-31	9.3	BURBANK-GLENDALE-PAS
1998-02-01	12.2	BURBANK-GLENDALE-PAS
1998-02-02	0.4	MOUNT WILSON
1998-02-03	15.1	MOUNT WILSON
1998-02-04	45.6	MOUNT WILSON
1998-02-05	16.4	BURBANK-GLENDALE-PAS
1998-02-06	10.7	BURBANK-GLENDALE-PAS
1998-02-07	0.2	MOUNT WILSON
1998-02-08	10.3	BURBANK-GLENDALE-PAS
1998-02-09	20.6	BURBANK-GLENDALE-PAS
1998-02-10	22.3	BURBANK-GLENDALE-PAS
1998-02-13	13.4	BURBANK-GLENDALE-PAS
1998-02-14	15.2	MOUNT WILSON
1998-02-15	20.0	BURBANK-GLENDALE-PAS
1998-02-17	19.6	BURBANK-GLENDALE-PAS
1998-02-18	30.9	BURBANK-GLENDALE-PAS
1998-02-19	40.5	MOUNT WILSON
1998-02-20	25.5	BURBANK-GLENDALE-PAS
1998-02-22	0.2	MOUNT WILSON
1998-02-23	0.2	MOUNT WILSON
1998-02-24	16.5	BURBANK-GLENDALE-PAS
1998-02-26	32.5	BURBANK-GLENDALE-PAS
1998-03-01	23.0	BURBANK-GLENDALE-PAS
1998-03-02	11.9	BURBANK-GLENDALE-PAS
1998-03-03	4.5	BURBANK-GLENDALE-PAS
1998-03-04	7.0	BURBANK-GLENDALE-PAS
1998-03-05	9.0	BURBANK-GLENDALE-PAS
1998-03-06	15.6	BURBANK-GLENDALE-PAS
1998-03-07	33.2	BURBANK-GLENDALE-PAS
1998-03-08	28.1	BURBANK-GLENDALE-PAS
1998-03-14	24.7	BURBANK-GLENDALE-PAS
1998-03-15	15.7	BURBANK-GLENDALE-PAS
1998-03-16	60.0	MOUNT WILSON
1998-03-17	5.5	BURBANK-GLENDALE-PAS
1998-03-18	6.6	BURBANK-GLENDALE-PAS
1998-03-19	5.9	BURBANK-GLENDALE-PAS
1998-03-20	11.0	BURBANK-GLENDALE-PAS
1998-03-21	8.2	BURBANK-GLENDALE-PAS
1998-03-23	20.0	BURBANK-GLENDALE-PAS
1998-03-24	14.9	BURBANK-GLENDALE-PAS
1998-03-25	17.6	MOUNT WILSON
1998-03-26	11.9	BURBANK-GLENDALE-PAS
1998-03-27	0.2	MOUNT WILSON
1998-03-28	0.1	MOUNT WILSON
1998-03-29	27.4	BURBANK-GLENDALE-PAS
1998-03-30	23.1	BURBANK-GLENDALE-PAS
1998-03-31	11.5	BURBANK-GLENDALE-PAS
1998-04-01	0.3	MOUNT WILSON
1998-04-03	11.9	BURBANK-GLENDALE-PAS
1998-04-04	37.5	MOUNT WILSON
1998-04-05	12.7	MOUNT WILSON
1998-04-06	16.1	MOUNT WILSON
1998-04-07	20.6	BURBANK-GLENDALE-PAS
1998-04-08	29.3	BURBANK-GLENDALE-PAS
1998-04-09	60.3	MOUNT WILSON
1998-04-10	19.5	BURBANK-GLENDALE-PAS
1998-04-11	10.4	BURBANK-GLENDALE-PAS
1998-04-12	28.9	MOUNT WILSON
1998-04-13	17.9	BURBANK-GLENDALE-PAS
1998-04-14	22.5	BURBANK-GLENDALE-PAS
1998-04-15	27.3	BURBANK-GLENDALE-PAS
1998-04-20	67.5	MOUNT WILSON
1998-04-21	20.7	BURBANK-GLENDALE-PAS
1998-04-22	9.5	BURBANK-GLENDALE-PAS
1998-04-23	6.6	BURBANK-GLENDALE-PAS
1998-04-24	14.6	BURBANK-GLENDALE-PAS
1998-04-25	21.4	BURBANK-GLENDALE-PAS
1998-04-26	21.3	BURBANK-GLENDALE-PAS
1998-04-27	55.0	MOUNT WILSON
1998-04-28	67.5	MOUNT WILSON
1998-04-29	10.6	BURBANK-GLENDALE-PAS
1998-04-30	6.8	BURBANK-GLENDALE-PAS
1998-05-01	7.2	BURBANK-GLENDALE-PAS
1998-05-02	7.8	BURBANK-GLENDALE-PAS
1998-05-03	0.2	MOUNT WILSON
1998-05-04	0.1	MOUNT WILSON
1998-05-05	0.2	MOUNT WILSON
1998-05-06	13.1	BURBANK-GLENDALE-PAS
1998-05-07	17.9	BURBANK-GLENDALE-PAS
1998-05-08	9.7	BURBANK-GLENDALE-PAS
1998-05-09	0.1	MOUNT WILSON
1998-05-10	13.3	BURBANK-GLENDALE-PAS
1998-05-11	12.6	MOUNT WILSON
1998-05-12	0.1	MOUNT WILSON
1998-05-13	9.9	BURBANK-GLENDALE-PAS
1998-05-14	6.3	MOUNT WILSON
1998-05-15	27.5	MOUNT WILSON
1998-05-16	14.6	BURBANK-GLENDALE-PAS
1998-05-17	21.9	BURBANK-GLENDALE-PAS
1998-05-20	10.8	BURBANK-GLENDALE-PAS
1998-05-21	14.6	BURBANK-GLENDALE-PAS
1998-05-22	16.2	BURBANK-GLENDALE-PAS
1998-05-23	8.7	BURBANK-GLENDALE-PAS
1998-05-24	6.8	BURBANK-GLENDALE-PAS
1998-05-25	7.8	BURBANK-GLENDALE-PAS
1998-05-26	0.2	MOUNT WILSON
1998-05-27	10.0	BURBANK-GLENDALE-PAS
1998-05-29	9.9	BURBANK-GLENDALE-PAS
1998-05-30	10.0	BURBANK-GLENDALE-PAS
1998-05-31	9.7	BURBANK-GLENDALE-PAS
1998-06-01	9.0	BURBANK-GLENDALE-PAS
1998-06-02	9.1	BURBANK-GLENDALE-PAS
1998-06-03	10.0	BURBANK-GLENDALE-PAS
1998-06-04	0.2	MOUNT WILSON
1998-06-05	9.4	BURBANK-GLENDALE-PAS
1998-06-06	45.0	MOUNT WILSON
1998-06-07	10.0	BURBANK-GLENDALE-PAS
1998-06-08	9.6	BURBANK-GLENDALE-PAS
1998-06-09	1.0	MOUNT WILSON
1998-06-10	44.0	MOUNT WILSON
1998-06-11	7.0	BURBANK-GLENDALE-PAS
1998-06-12	0.2	MOUNT WILSON
1998-06-13	9.7	BURBANK-GLENDALE-PAS
1998-06-15	6.7	BURBANK-GLENDALE-PAS
1998-06-16	5.3	BURBANK-GLENDALE-PAS
1998-06-17	8.8	BURBANK-GLENDALE-PAS
1998-06-18	9.1	BURBANK-GLENDALE-PAS
1998-06-19	5.3	BURBANK-GLENDALE-PAS
1998-06-20	7.5	BURBANK-GLENDALE-PAS
1998-06-21	7.0	BURBANK-GLENDALE-PAS
1998-06-22	8.0	BURBANK-GLENDALE-PAS
1998-06-23	8.5	BURBANK-GLENDALE-PAS
1998-06-24	7.5	BURBANK-GLENDALE-PAS
1998-06-25	6.6	BURBANK-GLENDALE-PAS
1998-06-26	7.4	BURBANK-GLENDALE-PAS
1998-06-27	5.4	BURBANK-GLENDALE-PAS
1998-06-28	6.9	BURBANK-GLENDALE-PAS
1998-06-29	8.1	BURBANK-GLENDALE-PAS
1998-07-02	8.8	BURBANK-GLENDALE-PAS
1998-07-03	7.0	BURBANK-GLENDALE-PAS
1998-07-04	6.2	BURBANK-GLENDALE-PAS
1998-07-05	4.6	BURBANK-GLENDALE-PAS
1998-07-06	9.0	BURBANK-GLENDALE-PAS
1998-07-08	75.0	MOUNT WILSON
1998-07-09	9.2	BURBANK-GLENDALE-PAS
1998-07-10	9.3	BURBANK-GLENDALE-PAS
1998-07-11	9.8	BURBANK-GLENDALE-PAS
1998-07-12	9.1	BURBANK-GLENDALE-PAS
1998-07-13	4.7	BURBANK-GLENDALE-PAS
1998-07-14	3.6	BURBANK-GLENDALE-PAS
1998-07-15	5.7	BURBANK-GLENDALE-PAS
1998-07-16	7.5	BURBANK-GLENDALE-PAS
1998-07-17	7.9	BURBANK-GLENDALE-PAS
1998-07-18	6.7	BURBANK-GLENDALE-PAS
1998-07-19	5.3	BURBANK-GLENDALE-PAS
1998-07-20	77.5	MOUNT WILSON
1998-07-21	8.8	BURBANK-GLENDALE-PAS
1998-07-22	37.5	MOUNT WILSON
1998-07-23	6.7	BURBANK-GLENDALE-PAS
1998-07-24	6.1	BURBANK-GLENDALE-PAS
1998-07-25	6.0	BURBANK-GLENDALE-PAS
1998-07-26	9.8	BURBANK-GLENDALE-PAS
1998-07-27	9.8	BURBANK-GLENDALE-PAS
1998-07-28	8.7	BURBANK-GLENDALE-PAS
1998-07-29	8.2	BURBANK-GLENDALE-PAS
1998-07-30	7.4	BURBANK-GLENDALE-PAS
1998-07-31	9.3	BURBANK-GLENDALE-PAS
1998-08-01	9.8	BURBANK-GLENDALE-PAS
1998-08-02	8.9	BURBANK-GLENDALE-PAS
1998-08-03	9.7	BURBANK-GLENDALE-PAS
1998-08-04	8.7	BURBANK-GLENDALE-PAS
1998-08-05	6.4	BURBANK-GLENDALE-PAS
1998-08-06	4.3	BURBANK-GLENDALE-PAS
1998-08-07	3.5	BURBANK-GLENDALE-PAS
1998-08-08	6.3	BURBANK-GLENDALE-PAS
1998-08-09	9.8	BURBANK-GLENDALE-PAS
1998-08-10	9.8	BURBANK-GLENDALE-PAS
1998-08-11	77.5	MOUNT WILSON
1998-08-12	10.0	BURBANK-GLENDALE-PAS
1998-08-13	65.0	MOUNT WILSON
1998-08-14	8.2	BURBANK-GLENDALE-PAS
1998-08-15	6.5	BURBANK-GLENDALE-PAS
1998-08-16	5.7	BURBANK-GLENDALE-PAS
1998-08-17	5.4	BURBANK-GLENDALE-PAS
1998-08-18	6.0	BURBANK-GLENDALE-PAS
1998-08-19	7.3	BURBANK-GLENDALE-PAS
1998-08-20	9.9	BURBANK-GLENDALE-PAS
1998-08-22	10.0	BURBANK-GLENDALE-PAS
1998-08-24	9.4	BURBANK-GLENDALE-PAS
1998-08-25	6.8	BURBANK-GLENDALE-PAS
1998-08-26	5.5	BURBANK-GLENDALE-PAS
1998-08-27	7.8	BURBANK-GLENDALE-PAS
1998-08-28	9.7	BURBANK-GLENDALE-PAS
1998-08-29	77.5	MOUNT WILSON
1998-08-30	56.3	MOUNT WILSON
1998-08-31	9.5	BURBANK-GLENDALE-PAS
1998-09-01	9.9	BURBANK-GLENDALE-PAS
1998-09-02	82.5	MOUNT WILSON
1998-09-04	47.7	MOUNT WILSON
1998-09-05	5.5	BURBANK-GLENDALE-PAS
1998-09-06	3.8	BURBANK-GLENDALE-PAS
1998-09-07	65.0	MOUNT WILSON
1998-09-08	6.5	BURBANK-GLENDALE-PAS
1998-09-09	5.6	BURBANK-GLENDALE-PAS
1998-09-10	6.3	BURBANK-GLENDALE-PAS
1998-09-11	5.9	BURBANK-GLENDALE-PAS
1998-09-12	7.5	BURBANK-GLENDALE-PAS
1998-09-13	5.6	BURBANK-GLENDALE-PAS
1998-09-14	5.3	BURBANK-GLENDALE-PAS
1998-09-15	5.6	BURBANK-GLENDALE-PAS
1998-09-16	5.4	BURBANK-GLENDALE-PAS
1998-09-17	5.2	BURBANK-GLENDALE-PAS
1998-09-18	7.2	BURBANK-GLENDALE-PAS
1998-09-19	7.6	BURBANK-GLENDALE-PAS
1998-09-20	8.5	BURBANK-GLENDALE-PAS
1998-09-21	0.1	MOUNT WILSON
1998-09-22	10.0	BURBANK-GLENDALE-PAS
1998-09-23	10.0	BURBANK-GLENDALE-PAS
1998-09-25	0.2	MOUNT WILSON
1998-09-26	10.2	MOUNT WILSON
1998-09-27	0.1	MOUNT WILSON
1998-09-29	10.0	BURBANK-GLENDALE-PAS
1998-09-30	7.9	BURBANK-GLENDALE-PAS
1998-10-01	5.7	BURBANK-GLENDALE-PAS
1998-10-02	4.5	BURBANK-GLENDALE-PAS
1998-10-03	6.0	BURBANK-GLENDALE-PAS
1998-10-04	9.9	BURBANK-GLENDALE-PAS
1998-10-05	9.6	BURBANK-GLENDALE-PAS
1998-10-07	75.0	MOUNT WILSON
1998-10-08	9.5	BURBANK-GLENDALE-PAS
1998-10-10	8.0	BURBANK-GLENDALE-PAS
1998-10-13	6.8	BURBANK-GLENDALE-PAS
1998-10-14	60.0	MOUNT WILSON
1998-10-15	7.3	BURBANK-GLENDALE-PAS
1998-10-16	9.7	BURBANK-GLENDALE-PAS
1998-10-17	10.0	BURBANK-GLENDALE-PAS
1998-10-20	9.3	BURBANK-GLENDALE-PAS
1998-10-21	7.5	BURBANK-GLENDALE-PAS
1998-10-22	5.3	BURBANK-GLENDALE-PAS
1998-10-25	10.0	BURBANK-GLENDALE-PAS
1998-10-26	10.0	BURBANK-GLENDALE-PAS
1998-10-27	9.0	BURBANK-GLENDALE-PAS
1998-10-29	67.5	MOUNT WILSON
1998-10-30	9.4	BURBANK-GLENDALE-PAS
1998-10-31	9.8	BURBANK-GLENDALE-PAS
1998-11-01	8.7	BURBANK-GLENDALE-PAS
1998-11-02	5.8	BURBANK-GLENDALE-PAS
1998-11-03	7.0	BURBANK-GLENDALE-PAS
1998-11-05	9.4	BURBANK-GLENDALE-PAS
1998-11-06	9.4	BURBANK-GLENDALE-PAS
1998-11-07	10.0	BURBANK-GLENDALE-PAS
1998-11-08	1.9	MOUNT WILSON
1998-11-09	10.0	BURBANK-GLENDALE-PAS
1998-11-12	10.0	BURBANK-GLENDALE-PAS
1998-11-13	10.0	BURBANK-GLENDALE-PAS
1998-11-14	9.7	BURBANK-GLENDALE-PAS
1998-11-15	7.9	BURBANK-GLENDALE-PAS
1998-11-17	6.3	BURBANK-GLENDALE-PAS
1998-11-18	8.8	BURBANK-GLENDALE-PAS
1998-11-23	4.6	BURBANK-GLENDALE-PAS
1998-11-27	6.3	BURBANK-GLENDALE-PAS
1998-11-29	8.6	BURBANK-GLENDALE-PAS
1998-11-30	7.0	BURBANK-GLENDALE-PAS
1998-12-02	4.8	BURBANK-GLENDALE-PAS
1998-12-03	5.3	BURBANK-GLENDALE-PAS
1998-12-04	9.2	BURBANK-GLENDALE-PAS
1998-12-05	10.0	BURBANK-GLENDALE-PAS
1998-12-06	9.4	BURBANK-GLENDALE-PAS
1998-12-09	10.0	BURBANK-GLENDALE-PAS
1998-12-13	10.0	BURBANK-GLENDALE-PAS
1998-12-14	9.6	BURBANK-GLENDALE-PAS
1998-12-17	10.0	BURBANK-GLENDALE-PAS
1998-12-18	7.8	BURBANK-GLENDALE-PAS
1998-12-20	9.9	BURBANK-GLENDALE-PAS
1998-12-21	10.0	BURBANK-GLENDALE-PAS
1998-12-25	9.9	BURBANK-GLENDALE-PAS
1998-12-26	9.8	BURBANK-GLENDALE-PAS
1998-12-30	8.7	BURBANK-GLENDALE-PAS
1998-12-31	2.9	BURBANK-GLENDALE-PAS
1999-01-01	2.7	BURBANK-GLENDALE-PAS
1999-01-02	8.6	BURBANK-GLENDALE-PAS
1999-01-03	9.6	BURBANK-GLENDALE-PAS
1999-01-07	4.7	BURBANK-GLENDALE-PAS
1999-01-08	3.1	BURBANK-GLENDALE-PAS
1999-01-11	8.7	BURBANK-GLENDALE-PAS
1999-01-12	6.3	BURBANK-GLENDALE-PAS
1999-01-18	2.2	BURBANK-GLENDALE-PAS
1999-01-20	10.2	MOUNT WILSON
1999-01-21	10.0	BURBANK-GLENDALE-PAS
1999-01-22	10.0	BURBANK-GLENDALE-PAS
1999-01-26	9.1	BURBANK-GLENDALE-PAS
1999-01-28	10.0	BURBANK-GLENDALE-PAS
1999-01-30	8.7	BURBANK-GLENDALE-PAS
1999-01-31	43.3	MOUNT WILSON
1999-02-01	10.0	BURBANK-GLENDALE-PAS
1999-02-02	10.0	BURBANK-GLENDALE-PAS
1999-02-05	4.3	MOUNT WILSON
1999-02-06	7.5	BURBANK-GLENDALE-PAS
1999-02-07	10.0	BURBANK-GLENDALE-PAS
1999-02-08	6.1	BURBANK-GLENDALE-PAS
1999-02-11	10.0	BURBANK-GLENDALE-PAS
1999-02-12	10.0	BURBANK-GLENDALE-PAS
1999-02-14	9.9	BURBANK-GLENDALE-PAS
1999-02-15	8.8	BURBANK-GLENDALE-PAS
1999-02-16	7.3	BURBANK-GLENDALE-PAS
1999-02-19	3.8	BURBANK-GLENDALE-PAS
1999-02-21	9.7	BURBANK-GLENDALE-PAS
1999-02-26	9.5	BURBANK-GLENDALE-PAS
1999-02-28	8.6	BURBANK-GLENDALE-PAS
1999-03-01	7.7	BURBANK-GLENDALE-PAS
1999-03-02	8.7	BURBANK-GLENDALE-PAS
1999-03-03	6.6	BURBANK-GLENDALE-PAS
1999-03-04	7.9	BURBANK-GLENDALE-PAS
1999-03-05	9.8	BURBANK-GLENDALE-PAS
1999-03-06	9.7	BURBANK-GLENDALE-PAS
1999-03-07	0.2	MOUNT WILSON
1999-03-08	21.2	MOUNT WILSON
1999-03-10	10.0	BURBANK-GLENDALE-PAS
1999-03-11	0.2	MOUNT WILSON
1999-03-14	66.3	MOUNT WILSON
1999-03-15	8.0	BURBANK-GLENDALE-PAS
1999-03-17	8.0	BURBANK-GLENDALE-PAS
1999-03-18	7.8	BURBANK-GLENDALE-PAS
1999-03-19	7.4	BURBANK-GLENDALE-PAS
1999-03-20	40.2	MOUNT WILSON
1999-03-21	10.0	BURBANK-GLENDALE-PAS
1999-03-22	9.9	BURBANK-GLENDALE-PAS
1999-03-23	10.0	BURBANK-GLENDALE-PAS
1999-03-24	9.7	BURBANK-GLENDALE-PAS
1999-03-25	6.6	BURBANK-GLENDALE-PAS
1999-03-26	7.1	BURBANK-GLENDALE-PAS
1999-03-27	7.0	BURBANK-GLENDALE-PAS
1999-03-28	7.9	BURBANK-GLENDALE-PAS
1999-03-29	9.8	BURBANK-GLENDALE-PAS
1999-03-30	7.1	BURBANK-GLENDALE-PAS
1999-03-31	10.0	BURBANK-GLENDALE-PAS
1999-04-01	10.0	BURBANK-GLENDALE-PAS
1999-04-03	10.0	BURBANK-GLENDALE-PAS
1999-04-05	10.0	BURBANK-GLENDALE-PAS
1999-04-06	17.6	MOUNT WILSON
1999-04-07	8.8	BURBANK-GLENDALE-PAS
1999-04-08	9.9	BURBANK-GLENDALE-PAS
1999-04-09	9.8	BURBANK-GLENDALE-PAS
1999-04-10	10.0	BURBANK-GLENDALE-PAS
1999-04-11	8.9	BURBANK-GLENDALE-PAS
1999-04-12	0.3	MOUNT WILSON
1999-04-13	7.6	BURBANK-GLENDALE-PAS
1999-04-14	5.5	BURBANK-GLENDALE-PAS
1999-04-15	6.8	BURBANK-GLENDALE-PAS
1999-04-17	70.0	MOUNT WILSON
1999-04-18	10.0	BURBANK-GLENDALE-PAS
1999-04-20	88.8	MOUNT WILSON
1999-04-22	9.2	BURBANK-GLENDALE-PAS
1999-04-23	9.6	BURBANK-GLENDALE-PAS
1999-04-24	9.7	BURBANK-GLENDALE-PAS
1999-04-25	8.5	BURBANK-GLENDALE-PAS
1999-04-26	6.9	BURBANK-GLENDALE-PAS
