Raw Weather Data for La Canada Flintridge, CA
	Maximum Daily Temperature
1997-07-19	80.6	BURBANK-GLENDALE-PAS
1997-07-20	78.8	BURBANK-GLENDALE-PAS
1997-07-21	82.4	BURBANK-GLENDALE-PAS
1997-07-22	69.8	MOUNT WILSON
1997-07-23	87.8	BURBANK-GLENDALE-PAS
1997-07-24	80.6	BURBANK-GLENDALE-PAS
1997-07-25	82.4	BURBANK-GLENDALE-PAS
1997-07-26	77.0	BURBANK-GLENDALE-PAS
1997-07-27	80.6	BURBANK-GLENDALE-PAS
1997-07-28	77.0	BURBANK-GLENDALE-PAS
1997-07-29	77.0	BURBANK-GLENDALE-PAS
1997-07-30	82.4	BURBANK-GLENDALE-PAS
1997-07-31	89.6	BURBANK-GLENDALE-PAS
1997-08-01	96.8	BURBANK-GLENDALE-PAS
1997-08-02	78.8	MOUNT WILSON
1997-08-03	84.2	MOUNT WILSON
1997-08-04	82.4	MOUNT WILSON
1997-08-05	87.8	MOUNT WILSON
1997-08-06	107.6	BURBANK-GLENDALE-PAS
1997-08-07	93.2	BURBANK-GLENDALE-PAS
1997-08-08	87.8	MOUNT WILSON
1997-08-09	80.6	BURBANK-GLENDALE-PAS
1997-08-10	77.0	BURBANK-GLENDALE-PAS
1997-08-11	77.0	BURBANK-GLENDALE-PAS
1997-08-12	73.4	MOUNT WILSON
1997-08-13	87.8	BURBANK-GLENDALE-PAS
1997-08-14	84.2	BURBANK-GLENDALE-PAS
1997-08-15	80.6	BURBANK-GLENDALE-PAS
1997-08-16	78.8	BURBANK-GLENDALE-PAS
1997-08-17	80.6	BURBANK-GLENDALE-PAS
1997-08-18	75.2	MOUNT WILSON
1997-08-19	71.6	MOUNT WILSON
1997-08-20	89.6	BURBANK-GLENDALE-PAS
1997-08-21	93.2	BURBANK-GLENDALE-PAS
1997-08-22	98.6	BURBANK-GLENDALE-PAS
1997-08-23	93.2	BURBANK-GLENDALE-PAS
1997-08-24	78.8	MOUNT WILSON
1997-08-25	91.4	BURBANK-GLENDALE-PAS
1997-08-26	89.6	BURBANK-GLENDALE-PAS
1997-08-27	78.8	MOUNT WILSON
1997-08-28	87.8	BURBANK-GLENDALE-PAS
1997-08-29	87.8	BURBANK-GLENDALE-PAS
1997-08-30	89.6	BURBANK-GLENDALE-PAS
1997-08-31	75.2	MOUNT WILSON
1997-09-01	93.2	BURBANK-GLENDALE-PAS
1997-09-02	77.0	MOUNT WILSON
1997-09-03	75.2	MOUNT WILSON
1997-09-04	100.4	BURBANK-GLENDALE-PAS
1997-09-05	78.8	MOUNT WILSON
1997-09-06	93.2	BURBANK-GLENDALE-PAS
1997-09-07	96.8	BURBANK-GLENDALE-PAS
1997-09-08	82.4	MOUNT WILSON
1997-09-09	96.8	BURBANK-GLENDALE-PAS
1997-09-10	80.6	MOUNT WILSON
1997-09-11	87.8	BURBANK-GLENDALE-PAS
1997-09-12	84.2	BURBANK-GLENDALE-PAS
1997-09-13	84.2	BURBANK-GLENDALE-PAS
1997-09-14	91.4	BURBANK-GLENDALE-PAS
1997-09-15	68.0	MOUNT WILSON
1997-09-16	87.8	BURBANK-GLENDALE-PAS
1997-09-17	71.6	MOUNT WILSON
1997-09-18	68.0	MOUNT WILSON
1997-09-19	68.0	MOUNT WILSON
1997-09-20	80.6	BURBANK-GLENDALE-PAS
1997-09-21	89.6	BURBANK-GLENDALE-PAS
1997-09-22	96.8	BURBANK-GLENDALE-PAS
1997-09-23	75.2	MOUNT WILSON
1997-09-24	75.2	MOUNT WILSON
1997-09-25	87.8	BURBANK-GLENDALE-PAS
1997-09-26	62.6	MOUNT WILSON
1997-09-27	89.6	BURBANK-GLENDALE-PAS
1997-09-28	78.8	MOUNT WILSON
1997-09-29	77.0	MOUNT WILSON
1997-09-30	86.0	BURBANK-GLENDALE-PAS
1997-10-01	86.0	BURBANK-GLENDALE-PAS
1997-10-02	78.8	BURBANK-GLENDALE-PAS
1997-10-03	84.2	BURBANK-GLENDALE-PAS
1997-10-04	84.2	BURBANK-GLENDALE-PAS
1997-10-05	78.8	BURBANK-GLENDALE-PAS
1997-10-06	73.4	BURBANK-GLENDALE-PAS
1997-10-07	73.4	BURBANK-GLENDALE-PAS
1997-10-08	77.0	BURBANK-GLENDALE-PAS
1997-10-09	80.6	BURBANK-GLENDALE-PAS
1997-10-10	75.2	BURBANK-GLENDALE-PAS
1997-10-11	46.4	MOUNT WILSON
1997-10-12	51.8	MOUNT WILSON
1997-10-13	87.8	BURBANK-GLENDALE-PAS
1997-10-14	95.0	BURBANK-GLENDALE-PAS
1997-10-15	73.4	MOUNT WILSON
1997-10-16	71.6	MOUNT WILSON
1997-10-17	95.0	BURBANK-GLENDALE-PAS
1997-10-18	86.0	BURBANK-GLENDALE-PAS
1997-10-19	77.0	BURBANK-GLENDALE-PAS
1997-10-20	69.8	BURBANK-GLENDALE-PAS
1997-10-21	71.6	BURBANK-GLENDALE-PAS
1997-10-22	75.2	BURBANK-GLENDALE-PAS
1997-10-23	71.6	BURBANK-GLENDALE-PAS
1997-10-24	71.6	BURBANK-GLENDALE-PAS
1997-10-25	51.8	MOUNT WILSON
1997-10-26	78.8	BURBANK-GLENDALE-PAS
1997-10-27	75.2	BURBANK-GLENDALE-PAS
1997-10-28	77.0	BURBANK-GLENDALE-PAS
1997-10-29	55.4	MOUNT WILSON
1997-10-30	68.0	MOUNT WILSON
1997-10-31	69.8	MOUNT WILSON
1997-11-01	73.4	MOUNT WILSON
1997-11-02	71.6	MOUNT WILSON
1997-11-03	73.4	MOUNT WILSON
1997-11-04	66.2	MOUNT WILSON
1997-11-05	78.8	BURBANK-GLENDALE-PAS
1997-11-06	80.6	BURBANK-GLENDALE-PAS
1997-11-07	73.4	BURBANK-GLENDALE-PAS
1997-11-08	73.4	BURBANK-GLENDALE-PAS
1997-11-09	55.4	MOUNT WILSON
1997-11-10	55.4	MOUNT WILSON
1997-11-11	42.8	MOUNT WILSON
1997-11-12	42.8	MOUNT WILSON
1997-11-13	42.8	MOUNT WILSON
1997-11-14	64.4	BURBANK-GLENDALE-PAS
1997-11-15	41.0	MOUNT WILSON
1997-11-16	68.0	BURBANK-GLENDALE-PAS
1997-11-17	69.8	BURBANK-GLENDALE-PAS
1997-11-18	53.6	MOUNT WILSON
1997-11-19	53.6	MOUNT WILSON
1997-11-20	71.6	BURBANK-GLENDALE-PAS
1997-11-21	57.2	MOUNT WILSON
1997-11-22	78.8	BURBANK-GLENDALE-PAS
1997-11-23	75.2	BURBANK-GLENDALE-PAS
1997-11-24	68.0	BURBANK-GLENDALE-PAS
1997-11-25	62.6	MOUNT WILSON
1997-11-26	64.4	BURBANK-GLENDALE-PAS
1997-11-27	64.4	BURBANK-GLENDALE-PAS
1997-11-28	69.8	BURBANK-GLENDALE-PAS
1997-11-29	66.2	BURBANK-GLENDALE-PAS
1997-11-30	41.0	MOUNT WILSON
1997-12-01	41.0	MOUNT WILSON
1997-12-02	64.4	BURBANK-GLENDALE-PAS
1997-12-03	42.8	MOUNT WILSON
1997-12-04	44.6	MOUNT WILSON
1997-12-05	62.6	BURBANK-GLENDALE-PAS
1997-12-06	42.8	MOUNT WILSON
1997-12-07	59.0	BURBANK-GLENDALE-PAS
1997-12-08	59.0	BURBANK-GLENDALE-PAS
1997-12-09	60.8	BURBANK-GLENDALE-PAS
1997-12-11	37.4	MOUNT WILSON
1997-12-12	42.8	MOUNT WILSON
1997-12-13	64.4	MOUNT WILSON
1997-12-14	66.2	BURBANK-GLENDALE-PAS
1997-12-15	66.2	BURBANK-GLENDALE-PAS
1997-12-16	73.4	BURBANK-GLENDALE-PAS
1997-12-17	53.6	MOUNT WILSON
1997-12-18	51.8	MOUNT WILSON
1997-12-19	66.2	BURBANK-GLENDALE-PAS
1997-12-20	66.2	BURBANK-GLENDALE-PAS
1997-12-21	60.8	BURBANK-GLENDALE-PAS
1997-12-22	30.2	MOUNT WILSON
1997-12-23	46.4	MOUNT WILSON
1997-12-24	41.0	MOUNT WILSON
1997-12-25	59.0	BURBANK-GLENDALE-PAS
1997-12-26	64.4	BURBANK-GLENDALE-PAS
1997-12-27	48.2	MOUNT WILSON
1997-12-28	50.0	MOUNT WILSON
1997-12-29	73.4	BURBANK-GLENDALE-PAS
1997-12-30	59.0	MOUNT WILSON
1997-12-31	59.0	MOUNT WILSON
1998-01-01	59.0	MOUNT WILSON
1998-01-02	68.0	BURBANK-GLENDALE-PAS
1998-01-03	62.6	BURBANK-GLENDALE-PAS
1998-01-04	59.0	BURBANK-GLENDALE-PAS
1998-01-05	62.6	BURBANK-GLENDALE-PAS
1998-01-06	64.4	BURBANK-GLENDALE-PAS
1998-01-07	48.2	MOUNT WILSON
1998-01-08	62.6	BURBANK-GLENDALE-PAS
1998-01-09	48.2	MOUNT WILSON
1998-01-10	59.0	BURBANK-GLENDALE-PAS
1998-01-11	62.6	BURBANK-GLENDALE-PAS
1998-01-12	60.8	BURBANK-GLENDALE-PAS
1998-01-13	66.2	BURBANK-GLENDALE-PAS
1998-01-14	48.2	MOUNT WILSON
1998-01-15	48.2	MOUNT WILSON
1998-01-16	71.6	BURBANK-GLENDALE-PAS
1998-01-17	73.4	BURBANK-GLENDALE-PAS
1998-01-18	68.0	BURBANK-GLENDALE-PAS
1998-01-19	62.6	BURBANK-GLENDALE-PAS
1998-01-20	60.8	BURBANK-GLENDALE-PAS
1998-01-21	66.2	BURBANK-GLENDALE-PAS
1998-01-22	44.6	MOUNT WILSON
1998-01-23	71.6	BURBANK-GLENDALE-PAS
1998-01-24	71.6	BURBANK-GLENDALE-PAS
1998-01-25	57.2	MOUNT WILSON
1998-01-26	73.4	BURBANK-GLENDALE-PAS
1998-01-27	68.0	BURBANK-GLENDALE-PAS
1998-01-28	66.2	BURBANK-GLENDALE-PAS
1998-01-29	62.6	BURBANK-GLENDALE-PAS
1998-01-30	68.0	BURBANK-GLENDALE-PAS
1998-01-31	64.4	BURBANK-GLENDALE-PAS
1998-02-01	62.6	BURBANK-GLENDALE-PAS
1998-02-02	39.2	MOUNT WILSON
1998-02-03	41.0	MOUNT WILSON
1998-02-04	33.8	MOUNT WILSON
1998-02-05	62.6	BURBANK-GLENDALE-PAS
1998-02-06	59.0	BURBANK-GLENDALE-PAS
1998-02-07	37.4	MOUNT WILSON
1998-02-08	62.6	BURBANK-GLENDALE-PAS
1998-02-09	64.4	BURBANK-GLENDALE-PAS
1998-02-10	66.2	BURBANK-GLENDALE-PAS
1998-02-11	42.8	MOUNT WILSON
1998-02-12	46.4	MOUNT WILSON
1998-02-13	66.2	BURBANK-GLENDALE-PAS
1998-02-14	42.8	MOUNT WILSON
1998-02-15	62.6	BURBANK-GLENDALE-PAS
1998-02-16	39.2	MOUNT WILSON
1998-02-17	62.6	BURBANK-GLENDALE-PAS
1998-02-18	66.2	BURBANK-GLENDALE-PAS
1998-02-19	42.8	MOUNT WILSON
1998-02-20	60.8	BURBANK-GLENDALE-PAS
1998-02-21	39.2	MOUNT WILSON
1998-02-22	41.0	MOUNT WILSON
1998-02-23	42.8	MOUNT WILSON
1998-02-24	60.8	BURBANK-GLENDALE-PAS
1998-02-25	35.6	MOUNT WILSON
1998-02-26	66.2	BURBANK-GLENDALE-PAS
1998-02-27	42.8	MOUNT WILSON
1998-02-28	46.4	MOUNT WILSON
1998-03-01	73.4	BURBANK-GLENDALE-PAS
1998-03-02	69.8	BURBANK-GLENDALE-PAS
1998-03-03	64.4	BURBANK-GLENDALE-PAS
1998-03-04	64.4	BURBANK-GLENDALE-PAS
1998-03-05	62.6	BURBANK-GLENDALE-PAS
1998-03-06	62.6	BURBANK-GLENDALE-PAS
1998-03-07	66.2	BURBANK-GLENDALE-PAS
1998-03-08	69.8	BURBANK-GLENDALE-PAS
1998-03-09	50.0	MOUNT WILSON
1998-03-10	55.4	MOUNT WILSON
1998-03-11	59.0	MOUNT WILSON
1998-03-12	62.6	MOUNT WILSON
1998-03-13	50.0	MOUNT WILSON
1998-03-14	73.4	BURBANK-GLENDALE-PAS
1998-03-15	71.6	BURBANK-GLENDALE-PAS
1998-03-16	59.0	MOUNT WILSON
1998-03-17	68.0	BURBANK-GLENDALE-PAS
1998-03-18	75.2	BURBANK-GLENDALE-PAS
1998-03-19	75.2	BURBANK-GLENDALE-PAS
1998-03-20	71.6	BURBANK-GLENDALE-PAS
1998-03-21	71.6	BURBANK-GLENDALE-PAS
1998-03-22	64.4	MOUNT WILSON
1998-03-23	84.2	BURBANK-GLENDALE-PAS
1998-03-24	77.0	BURBANK-GLENDALE-PAS
1998-03-25	55.4	MOUNT WILSON
1998-03-26	68.0	BURBANK-GLENDALE-PAS
1998-03-27	41.0	MOUNT WILSON
1998-03-28	37.4	MOUNT WILSON
1998-03-29	60.8	BURBANK-GLENDALE-PAS
1998-03-30	62.6	BURBANK-GLENDALE-PAS
1998-03-31	60.8	BURBANK-GLENDALE-PAS
1998-04-01	32.0	MOUNT WILSON
1998-04-02	35.6	MOUNT WILSON
1998-04-03	59.0	BURBANK-GLENDALE-PAS
1998-04-04	33.8	MOUNT WILSON
1998-04-05	35.6	MOUNT WILSON
1998-04-06	39.2	MOUNT WILSON
1998-04-07	64.4	BURBANK-GLENDALE-PAS
1998-04-08	68.0	BURBANK-GLENDALE-PAS
1998-04-09	50.0	MOUNT WILSON
1998-04-10	71.6	BURBANK-GLENDALE-PAS
1998-04-11	68.0	BURBANK-GLENDALE-PAS
1998-04-12	35.6	MOUNT WILSON
1998-04-13	62.6	BURBANK-GLENDALE-PAS
1998-04-14	59.0	BURBANK-GLENDALE-PAS
1998-04-15	62.6	BURBANK-GLENDALE-PAS
1998-04-16	44.6	MOUNT WILSON
1998-04-17	48.2	MOUNT WILSON
1998-04-18	59.0	MOUNT WILSON
1998-04-19	60.8	MOUNT WILSON
1998-04-20	64.4	MOUNT WILSON
1998-04-21	93.2	BURBANK-GLENDALE-PAS
1998-04-22	87.8	BURBANK-GLENDALE-PAS
1998-04-23	68.0	BURBANK-GLENDALE-PAS
1998-04-24	66.2	BURBANK-GLENDALE-PAS
1998-04-25	73.4	BURBANK-GLENDALE-PAS
1998-04-26	78.8	BURBANK-GLENDALE-PAS
1998-04-27	60.8	MOUNT WILSON
1998-04-28	64.4	MOUNT WILSON
1998-04-29	87.8	BURBANK-GLENDALE-PAS
1998-04-30	87.8	BURBANK-GLENDALE-PAS
1998-05-01	71.6	BURBANK-GLENDALE-PAS
1998-05-02	71.6	BURBANK-GLENDALE-PAS
1998-05-03	46.4	MOUNT WILSON
1998-05-04	44.6	MOUNT WILSON
1998-05-05	44.6	MOUNT WILSON
1998-05-06	69.8	BURBANK-GLENDALE-PAS
1998-05-07	68.0	BURBANK-GLENDALE-PAS
1998-05-08	68.0	BURBANK-GLENDALE-PAS
1998-05-09	48.2	MOUNT WILSON
1998-05-10	69.8	BURBANK-GLENDALE-PAS
1998-05-11	41.0	MOUNT WILSON
1998-05-12	39.2	MOUNT WILSON
1998-05-13	60.8	BURBANK-GLENDALE-PAS
1998-05-14	39.2	MOUNT WILSON
1998-05-15	48.2	MOUNT WILSON
1998-05-16	68.0	BURBANK-GLENDALE-PAS
1998-05-17	75.2	BURBANK-GLENDALE-PAS
1998-05-18	62.6	MOUNT WILSON
1998-05-19	60.8	MOUNT WILSON
1998-05-20	75.2	BURBANK-GLENDALE-PAS
1998-05-21	71.6	BURBANK-GLENDALE-PAS
1998-05-22	71.6	BURBANK-GLENDALE-PAS
1998-05-23	73.0	BURBANK-GLENDALE-PAS
1998-05-24	73.0	BURBANK-GLENDALE-PAS
1998-05-25	73.0	BURBANK-GLENDALE-PAS
1998-05-26	41.0	MOUNT WILSON
1998-05-27	70.0	BURBANK-GLENDALE-PAS
1998-05-28	53.6	MOUNT WILSON
1998-05-29	69.8	BURBANK-GLENDALE-PAS
1998-05-30	73.0	BURBANK-GLENDALE-PAS
1998-05-31	73.4	BURBANK-GLENDALE-PAS
1998-06-01	79.0	BURBANK-GLENDALE-PAS
1998-06-02	79.0	BURBANK-GLENDALE-PAS
1998-06-03	73.0	BURBANK-GLENDALE-PAS
1998-06-04	46.4	MOUNT WILSON
1998-06-05	77.0	BURBANK-GLENDALE-PAS
1998-06-06	64.4	MOUNT WILSON
1998-06-07	66.2	BURBANK-GLENDALE-PAS
1998-06-08	69.1	BURBANK-GLENDALE-PAS
1998-06-09	51.8	MOUNT WILSON
1998-06-10	60.8	MOUNT WILSON
1998-06-11	71.1	BURBANK-GLENDALE-PAS
1998-06-12	48.2	MOUNT WILSON
1998-06-13	75.2	BURBANK-GLENDALE-PAS
1998-06-14	69.8	MOUNT WILSON
1998-06-15	81.0	BURBANK-GLENDALE-PAS
1998-06-16	79.0	BURBANK-GLENDALE-PAS
1998-06-17	79.0	BURBANK-GLENDALE-PAS
1998-06-18	80.1	BURBANK-GLENDALE-PAS
1998-06-19	80.1	BURBANK-GLENDALE-PAS
1998-06-20	77.0	BURBANK-GLENDALE-PAS
1998-06-21	78.8	BURBANK-GLENDALE-PAS
1998-06-22	75.2	BURBANK-GLENDALE-PAS
1998-06-23	77.0	BURBANK-GLENDALE-PAS
1998-06-24	75.2	BURBANK-GLENDALE-PAS
1998-06-25	77.0	BURBANK-GLENDALE-PAS
1998-06-26	79.0	BURBANK-GLENDALE-PAS
1998-06-27	82.9	BURBANK-GLENDALE-PAS
1998-06-28	86.0	BURBANK-GLENDALE-PAS
1998-06-29	86.0	BURBANK-GLENDALE-PAS
1998-06-30	78.8	MOUNT WILSON
1998-07-01	77.0	MOUNT WILSON
1998-07-02	84.0	BURBANK-GLENDALE-PAS
1998-07-03	78.1	BURBANK-GLENDALE-PAS
1998-07-04	82.0	BURBANK-GLENDALE-PAS
1998-07-05	82.0	BURBANK-GLENDALE-PAS
1998-07-06	91.9	BURBANK-GLENDALE-PAS
1998-07-07	75.2	MOUNT WILSON
1998-07-08	75.2	MOUNT WILSON
1998-07-09	87.8	BURBANK-GLENDALE-PAS
1998-07-10	91.4	BURBANK-GLENDALE-PAS
1998-07-11	91.0	BURBANK-GLENDALE-PAS
1998-07-12	89.1	BURBANK-GLENDALE-PAS
1998-07-13	89.1	BURBANK-GLENDALE-PAS
1998-07-14	88.0	BURBANK-GLENDALE-PAS
1998-07-15	93.2	BURBANK-GLENDALE-PAS
1998-07-16	102.9	BURBANK-GLENDALE-PAS
1998-07-17	102.9	BURBANK-GLENDALE-PAS
1998-07-18	102.0	BURBANK-GLENDALE-PAS
1998-07-19	96.1	BURBANK-GLENDALE-PAS
1998-07-20	84.2	MOUNT WILSON
1998-07-21	87.1	BURBANK-GLENDALE-PAS
1998-07-22	71.6	MOUNT WILSON
1998-07-23	80.6	BURBANK-GLENDALE-PAS
1998-07-24	81.0	BURBANK-GLENDALE-PAS
1998-07-25	91.9	BURBANK-GLENDALE-PAS
1998-07-26	106.0	BURBANK-GLENDALE-PAS
1998-07-27	106.0	BURBANK-GLENDALE-PAS
1998-07-28	97.0	BURBANK-GLENDALE-PAS
1998-07-29	97.0	BURBANK-GLENDALE-PAS
1998-07-30	84.9	BURBANK-GLENDALE-PAS
1998-07-31	84.2	BURBANK-GLENDALE-PAS
1998-08-01	91.9	BURBANK-GLENDALE-PAS
1998-08-02	96.1	BURBANK-GLENDALE-PAS
1998-08-03	100.4	BURBANK-GLENDALE-PAS
1998-08-04	102.0	BURBANK-GLENDALE-PAS
1998-08-05	100.0	BURBANK-GLENDALE-PAS
1998-08-06	91.9	BURBANK-GLENDALE-PAS
1998-08-07	91.4	BURBANK-GLENDALE-PAS
1998-08-08	100.9	BURBANK-GLENDALE-PAS
1998-08-09	100.9	BURBANK-GLENDALE-PAS
1998-08-10	98.1	BURBANK-GLENDALE-PAS
1998-08-11	80.6	MOUNT WILSON
1998-08-12	98.1	BURBANK-GLENDALE-PAS
1998-08-13	82.4	MOUNT WILSON
1998-08-14	95.0	BURBANK-GLENDALE-PAS
1998-08-15	95.0	BURBANK-GLENDALE-PAS
1998-08-16	84.2	BURBANK-GLENDALE-PAS
1998-08-17	80.6	BURBANK-GLENDALE-PAS
1998-08-18	82.9	BURBANK-GLENDALE-PAS
1998-08-19	84.0	BURBANK-GLENDALE-PAS
1998-08-20	89.1	BURBANK-GLENDALE-PAS
1998-08-21	75.2	MOUNT WILSON
1998-08-22	99.0	BURBANK-GLENDALE-PAS
1998-08-23	84.2	MOUNT WILSON
1998-08-24	100.9	BURBANK-GLENDALE-PAS
1998-08-25	89.1	BURBANK-GLENDALE-PAS
1998-08-26	87.8	BURBANK-GLENDALE-PAS
1998-08-27	93.2	BURBANK-GLENDALE-PAS
1998-08-28	97.0	BURBANK-GLENDALE-PAS
1998-08-29	87.8	MOUNT WILSON
1998-08-30	86.0	MOUNT WILSON
1998-08-31	106.0	BURBANK-GLENDALE-PAS
1998-09-01	105.1	BURBANK-GLENDALE-PAS
1998-09-02	80.6	MOUNT WILSON
1998-09-03	71.6	MOUNT WILSON
1998-09-04	73.4	MOUNT WILSON
1998-09-05	82.9	BURBANK-GLENDALE-PAS
1998-09-06	84.2	BURBANK-GLENDALE-PAS
1998-09-07	77.0	MOUNT WILSON
1998-09-08	84.9	BURBANK-GLENDALE-PAS
1998-09-09	84.9	BURBANK-GLENDALE-PAS
1998-09-10	82.9	BURBANK-GLENDALE-PAS
1998-09-11	82.9	BURBANK-GLENDALE-PAS
1998-09-12	86.0	BURBANK-GLENDALE-PAS
1998-09-13	82.9	BURBANK-GLENDALE-PAS
1998-09-14	84.2	BURBANK-GLENDALE-PAS
1998-09-15	84.0	BURBANK-GLENDALE-PAS
1998-09-16	86.0	BURBANK-GLENDALE-PAS
1998-09-17	86.0	BURBANK-GLENDALE-PAS
1998-09-18	86.0	BURBANK-GLENDALE-PAS
1998-09-19	82.9	BURBANK-GLENDALE-PAS
1998-09-20	80.1	BURBANK-GLENDALE-PAS
1998-09-21	50.0	MOUNT WILSON
1998-09-22	71.6	BURBANK-GLENDALE-PAS
1998-09-23	71.6	BURBANK-GLENDALE-PAS
1998-09-24	55.4	MOUNT WILSON
1998-09-25	48.2	MOUNT WILSON
1998-09-26	48.2	MOUNT WILSON
1998-09-27	46.4	MOUNT WILSON
1998-09-28	53.6	MOUNT WILSON
1998-09-29	73.4	BURBANK-GLENDALE-PAS
1998-09-30	73.0	BURBANK-GLENDALE-PAS
1998-10-01	75.9	BURBANK-GLENDALE-PAS
1998-10-02	75.9	BURBANK-GLENDALE-PAS
1998-10-03	72.0	BURBANK-GLENDALE-PAS
1998-10-04	75.2	BURBANK-GLENDALE-PAS
1998-10-05	88.0	BURBANK-GLENDALE-PAS
1998-10-06	66.2	MOUNT WILSON
1998-10-07	69.8	MOUNT WILSON
1998-10-08	86.0	BURBANK-GLENDALE-PAS
1998-10-09	66.2	MOUNT WILSON
1998-10-10	80.1	BURBANK-GLENDALE-PAS
1998-10-11	66.2	MOUNT WILSON
1998-10-12	69.8	MOUNT WILSON
1998-10-13	81.0	BURBANK-GLENDALE-PAS
1998-10-14	66.2	MOUNT WILSON
1998-10-15	73.0	BURBANK-GLENDALE-PAS
1998-10-16	73.0	BURBANK-GLENDALE-PAS
1998-10-17	78.8	BURBANK-GLENDALE-PAS
1998-10-18	60.8	MOUNT WILSON
1998-10-19	62.6	MOUNT WILSON
1998-10-20	84.2	BURBANK-GLENDALE-PAS
1998-10-21	84.0	BURBANK-GLENDALE-PAS
1998-10-22	84.0	BURBANK-GLENDALE-PAS
1998-10-23	64.4	MOUNT WILSON
1998-10-24	64.4	MOUNT WILSON
1998-10-25	80.1	BURBANK-GLENDALE-PAS
1998-10-26	71.6	BURBANK-GLENDALE-PAS
1998-10-27	71.1	BURBANK-GLENDALE-PAS
1998-10-28	55.4	MOUNT WILSON
1998-10-29	55.4	MOUNT WILSON
1998-10-30	73.0	BURBANK-GLENDALE-PAS
1998-10-31	73.9	BURBANK-GLENDALE-PAS
1998-11-01	73.9	BURBANK-GLENDALE-PAS
1998-11-02	71.1	BURBANK-GLENDALE-PAS
1998-11-03	75.2	BURBANK-GLENDALE-PAS
1998-11-04	59.0	MOUNT WILSON
1998-11-05	80.1	BURBANK-GLENDALE-PAS
1998-11-06	71.1	BURBANK-GLENDALE-PAS
1998-11-07	66.9	BURBANK-GLENDALE-PAS
1998-11-08	46.4	MOUNT WILSON
1998-11-09	66.9	BURBANK-GLENDALE-PAS
1998-11-10	44.6	MOUNT WILSON
1998-11-11	44.6	MOUNT WILSON
1998-11-12	73.0	BURBANK-GLENDALE-PAS
1998-11-13	77.0	BURBANK-GLENDALE-PAS
1998-11-14	77.0	BURBANK-GLENDALE-PAS
1998-11-15	73.4	BURBANK-GLENDALE-PAS
1998-11-16	64.4	MOUNT WILSON
1998-11-17	71.1	BURBANK-GLENDALE-PAS
1998-11-18	68.0	BURBANK-GLENDALE-PAS
1998-11-19	48.2	MOUNT WILSON
1998-11-20	57.2	MOUNT WILSON
1998-11-21	60.8	MOUNT WILSON
1998-11-22	59.0	MOUNT WILSON
1998-11-23	75.9	BURBANK-GLENDALE-PAS
1998-11-24	57.2	MOUNT WILSON
1998-11-25	62.6	MOUNT WILSON
1998-11-26	62.6	MOUNT WILSON
1998-11-27	66.2	BURBANK-GLENDALE-PAS
1998-11-28	48.2	MOUNT WILSON
1998-11-29	61.0	BURBANK-GLENDALE-PAS
1998-11-30	66.2	BURBANK-GLENDALE-PAS
1998-12-01	48.2	MOUNT WILSON
1998-12-02	61.0	BURBANK-GLENDALE-PAS
1998-12-03	61.0	BURBANK-GLENDALE-PAS
1998-12-04	59.0	BURBANK-GLENDALE-PAS
1998-12-05	59.0	BURBANK-GLENDALE-PAS
1998-12-06	59.0	BURBANK-GLENDALE-PAS
1998-12-07	37.4	MOUNT WILSON
1998-12-08	44.6	MOUNT WILSON
1998-12-09	68.0	BURBANK-GLENDALE-PAS
1998-12-10	48.2	MOUNT WILSON
1998-12-11	53.6	MOUNT WILSON
1998-12-12	59.0	MOUNT WILSON
1998-12-13	77.0	BURBANK-GLENDALE-PAS
1998-12-14	69.8	BURBANK-GLENDALE-PAS
1998-12-15	51.8	MOUNT WILSON
1998-12-16	55.4	MOUNT WILSON
1998-12-17	82.9	BURBANK-GLENDALE-PAS
1998-12-18	82.0	BURBANK-GLENDALE-PAS
1998-12-19	55.4	MOUNT WILSON
1998-12-20	57.9	BURBANK-GLENDALE-PAS
1998-12-21	54.0	BURBANK-GLENDALE-PAS
1998-12-22	35.6	MOUNT WILSON
1998-12-23	35.6	MOUNT WILSON
1998-12-24	48.2	MOUNT WILSON
1998-12-25	73.9	BURBANK-GLENDALE-PAS
1998-12-26	73.9	BURBANK-GLENDALE-PAS
1998-12-27	57.2	MOUNT WILSON
1998-12-28	62.6	MOUNT WILSON
1998-12-29	62.6	MOUNT WILSON
1998-12-30	81.0	BURBANK-GLENDALE-PAS
1998-12-31	68.0	BURBANK-GLENDALE-PAS
1999-01-01	69.8	BURBANK-GLENDALE-PAS
1999-01-02	78.8	BURBANK-GLENDALE-PAS
1999-01-03	78.1	BURBANK-GLENDALE-PAS
1999-01-04	57.2	MOUNT WILSON
1999-01-05	60.8	MOUNT WILSON
1999-01-06	60.8	MOUNT WILSON
1999-01-07	77.0	BURBANK-GLENDALE-PAS
1999-01-08	73.4	BURBANK-GLENDALE-PAS
1999-01-09	57.2	MOUNT WILSON
1999-01-11	77.0	BURBANK-GLENDALE-PAS
1999-01-12	72.0	BURBANK-GLENDALE-PAS
1999-01-13	53.6	MOUNT WILSON
1999-01-14	55.4	MOUNT WILSON
1999-01-15	59.0	MOUNT WILSON
1999-01-16	55.4	MOUNT WILSON
1999-01-17	50.0	MOUNT WILSON
1999-01-18	64.0	BURBANK-GLENDALE-PAS
1999-01-19	51.8	MOUNT WILSON
1999-01-20	48.2	MOUNT WILSON
